Airline,Source,Destination,Total_Stops,Price,J_Day,J_Month,J_Year,Arrival_min,Arrival_hour,Dep_min,Dep_hour,Duration_hours,Duration_mins
4562,8,3,0,0,3841,18,4,2019,40,0,20,22,2,20
4563,6,2,1,1,11200,3,6,2019,0,19,30,8,10,30
4564,1,3,0,2,12009,1,4,2019,30,10,25,9,25,5
4565,1,2,1,1,8372,15,5,2019,15,19,0,8,11,15
4566,1,2,1,2,13591,15,6,2019,40,7,50,6,24,50
4567,9,4,3,1,12395,6,3,2019,45,16,55,20,19,50
4568,8,1,4,0,7298,1,3,2019,35,10,20,8,2,15
4569,3,2,1,1,12214,3,3,2019,30,12,20,7,5,10
4570,4,3,0,1,14151,15,5,2019,5,22,0,17,29,5
4571,1,2,1,2,12970,1,6,2019,15,19,15,17,26,0
4572,4,3,0,1,14781,1,5,2019,35,23,5,14,9,30
4573,9,0,2,0,4878,6,6,2019,35,19,0,17,2,35
4574,8,1,4,0,3597,3,5,2019,35,10,20,8,2,15
4575,0,3,0,1,6810,6,6,2019,30,23,35,7,15,55
4576,9,1,4,0,3687,1,5,2019,20,9,5,7,2,15
4577,1,2,1,1,6482,21,3,2019,25,9,20,17,16,5
4578,4,4,3,1,19595,6,3,2019,50,16,0,17,23,50
4579,3,2,1,1,6147,15,6,2019,0,20,10,15,4,50
4580,4,3,0,1,10953,6,5,2019,45,9,0,17,16,45
4581,8,3,0,0,3873,24,4,2019,40,0,20,22,2,20
4582,4,0,5,1,14815,6,3,2019,5,5,5,14,15,0
4583,6,2,1,1,10678,6,6,2019,0,19,55,4,14,5
4584,4,2,1,1,14053,9,3,2019,25,4,5,15,13,20
4585,4,3,0,1,10539,12,6,2019,5,22,35,9,12,30
4586,4,0,5,1,16946,18,3,2019,20,21,5,14,7,15
4587,3,2,1,0,7673,3,3,2019,35,17,30,14,3,5
4588,1,0,5,0,4441,24,3,2019,10,16,20,13,2,50
4589,4,0,2,0,4544,15,4,2019,5,14,10,11,2,55
4590,3,3,0,0,4804,24,4,2019,5,18,30,15,2,35
4591,4,2,1,1,5406,1,4,2019,35,12,0,9,27,35
4592,1,4,3,0,3100,3,4,2019,40,7,20,6,1,20
4593,4,2,1,2,11150,27,6,2019,0,19,5,23,19,55
4594,3,0,2,0,4823,6,4,2019,55,19,55,16,3,0
4595,8,4,3,0,1965,3,5,2019,15,7,45,5,1,30
4596,4,2,1,1,10262,24,6,2019,35,12,50,21,14,45
4597,3,2,1,1,6674,6,6,2019,10,16,35,7,8,35
4598,4,2,1,1,15764,6,3,2019,25,4,0,9,19,25
4599,4,3,0,1,7064,1,4,2019,35,22,0,20,26,35
4600,4,2,1,1,10262,6,6,2019,0,19,0,14,5,0
4601,3,3,0,1,5069,1,5,2019,0,13,10,8,4,50
4602,6,2,1,1,11789,6,6,2019,0,19,40,11,7,20
4603,1,3,0,2,15164,1,5,2019,45,13,0,10,27,45
4604,1,2,1,0,6094,6,6,2019,10,17,10,14,3,0
4605,8,0,2,0,4885,21,4,2019,20,12,30,9,2,50
4606,0,0,2,0,3383,21,6,2019,55,13,10,11,2,45
4607,6,2,1,1,6673,27,3,2019,35,1,0,17,8,35
4608,4,0,2,0,4544,27,4,2019,10,10,10,7,3,0
4609,4,2,1,2,8367,21,3,2019,50,18,45,10,8,5
4610,2,0,2,0,3898,3,6,2019,30,14,40,11,2,50
4611,4,3,0,1,10844,9,6,2019,35,22,5,14,8,30
4612,6,2,1,1,12327,27,3,2019,20,13,15,2,11,5
4613,8,2,1,1,6356,21,3,2019,15,13,45,8,4,30
4614,1,0,2,0,5228,15,5,2019,55,23,5,21,2,50
4615,1,0,5,2,10835,18,3,2019,30,16,45,6,33,45
4616,3,0,2,0,3943,21,6,2019,50,6,0,4,2,50
4617,4,2,1,1,14714,1,6,2019,0,19,15,18,24,45
4618,1,3,0,2,11883,6,5,2019,0,12,50,5,30,10
4619,9,3,0,1,8610,12,6,2019,25,23,20,20,27,5
4620,6,2,1,1,6513,15,5,2019,30,22,10,7,15,20
4621,4,2,1,1,12898,21,5,2019,25,4,15,2,26,10
4622,1,2,1,2,10861,1,6,2019,15,19,0,22,21,15
4623,3,4,3,0,4049,21,6,2019,35,20,5,19,1,30
4624,4,0,5,1,13555,18,3,2019,5,5,40,11,17,25
4625,4,2,1,1,16079,27,5,2019,0,19,15,2,16,45
4626,3,2,1,0,7673,6,3,2019,50,8,35,5,3,15
4627,7,2,1,1,10161,21,3,2019,15,19,55,8,10,20
4628,4,2,1,1,10262,12,6,2019,35,12,15,2,10,20
4629,8,3,0,0,3873,3,5,2019,30,9,55,6,2,35
4630,8,0,2,0,3311,3,6,2019,5,0,10,21,2,55
4631,3,2,1,1,13611,9,3,2019,35,1,0,16,9,35
4632,1,2,1,2,11858,6,3,2019,15,19,0,12,7,15
4633,6,2,1,1,9316,27,5,2019,15,19,20,10,8,55
4634,3,0,2,0,4823,1,4,2019,5,10,10,7,2,55
4635,4,3,0,1,13941,12,5,2019,5,10,0,20,14,5
4636,4,2,1,2,13029,27,5,2019,25,4,40,9,18,45
4637,8,3,0,0,3873,12,4,2019,30,9,55,6,2,35
4638,3,0,2,0,4591,12,4,2019,15,4,30,1,2,45
4639,9,4,3,1,12395,6,3,2019,55,22,45,8,14,10
4640,3,4,3,0,3603,21,3,2019,0,4,30,2,1,30
4641,3,3,0,0,4804,1,5,2019,5,18,30,15,2,35
4642,3,0,2,0,4823,21,5,2019,20,21,25,18,2,55
4643,4,2,1,1,13244,21,3,2019,50,18,30,11,7,20
4644,0,3,0,1,6785,24,3,2019,25,19,35,7,11,50
4645,1,4,3,0,3100,24,6,2019,40,7,20,6,1,20
4646,6,2,1,1,7198,12,6,2019,30,1,0,18,7,30
4647,4,2,1,2,13014,27,6,2019,0,19,40,9,9,20
4648,1,2,1,2,20416,6,3,2019,40,7,50,6,24,50
4649,1,2,1,2,10441,6,6,2019,15,19,0,22,21,15
4650,1,0,5,1,11528,1,3,2019,20,11,30,10,24,50
4651,1,3,0,2,14083,6,5,2019,20,1,0,7,18,20
4652,3,1,4,0,3597,15,5,2019,55,21,35,19,2,20
4653,1,3,0,2,7662,12,6,2019,15,13,50,5,7,25
4654,3,0,2,0,4823,6,6,2019,20,11,30,8,2,50
4655,1,2,1,3,10703,27,6,2019,15,19,15,5,38,0
4656,4,4,3,0,8040,12,6,2019,30,8,5,7,1,25
4657,9,0,2,0,4668,24,6,2019,40,9,0,7,2,40
4658,1,2,1,0,6304,12,5,2019,10,21,5,18,3,5
4659,1,4,3,2,14219,6,3,2019,55,11,0,6,29,55
4660,8,3,0,0,3841,1,5,2019,40,19,10,17,2,30
4661,6,2,1,1,13587,27,5,2019,0,21,0,13,8,0
4662,1,3,0,2,12093,18,5,2019,25,20,50,5,14,35
4663,8,2,1,1,5899,27,4,2019,20,11,5,6,5,15
4664,1,4,3,0,3100,12,5,2019,25,15,55,13,1,30
4665,1,0,2,0,5438,12,5,2019,45,19,0,17,2,45
4666,3,0,2,0,5780,18,4,2019,50,21,55,18,2,55
4667,1,3,0,2,11668,9,6,2019,20,1,25,9,15,55
4668,3,0,5,0,11934,1,3,2019,5,10,10,7,2,55
4669,4,2,1,2,16263,27,6,2019,25,4,0,20,8,25
4670,3,2,1,1,14871,6,3,2019,35,1,35,18,7,0
4671,8,0,2,0,3573,24,5,2019,20,12,30,9,2,50
4672,1,2,1,2,12497,3,3,2019,15,19,30,21,21,45
4673,1,2,1,0,5411,21,6,2019,10,21,5,18,3,5
4674,3,2,1,1,6600,9,6,2019,10,16,5,5,11,5
4675,3,3,0,1,11160,6,6,2019,15,14,20,9,4,55
4676,4,4,3,2,22950,6,3,2019,50,16,15,17,23,35
4677,8,3,0,1,4649,24,5,2019,20,20,5,15,5,15
4678,4,2,1,2,15129,21,5,2019,25,4,30,5,22,55
4679,3,2,1,0,8626,12,5,2019,20,0,5,21,3,15
4680,4,2,1,1,17234,6,3,2019,25,4,5,7,21,20
4681,4,0,5,1,7832,21,3,2019,15,13,45,5,7,30
4682,1,4,3,0,3100,18,6,2019,25,16,0,15,1,25
4683,4,3,0,1,9314,9,5,2019,25,14,35,9,28,50
4684,4,2,1,1,14714,1,6,2019,35,12,15,2,10,20
4685,4,2,1,2,13882,15,6,2019,25,4,45,11,16,40
4686,4,2,1,2,16274,9,5,2019,35,12,30,5,7,5
4687,6,2,1,1,15135,6,3,2019,50,18,30,11,7,20
4688,3,0,5,0,6144,24,3,2019,15,0,20,21,2,55
4689,4,2,1,2,9483,27,3,2019,45,19,10,19,24,35
4690,1,2,1,2,14431,15,5,2019,40,7,50,6,24,50
4691,6,2,1,1,6093,24,6,2019,30,22,55,14,7,35
4692,6,2,1,1,7888,21,5,2019,0,21,0,10,11,0
4693,3,2,1,1,7503,15,5,2019,30,1,15,9,16,15
4694,1,3,0,1,6117,6,5,2019,50,9,0,19,14,50
4695,4,2,1,1,17024,3,3,2019,50,18,0,9,9,50
4696,4,3,0,1,12681,1,4,2019,15,8,55,18,13,20
4697,6,2,1,1,10678,24,6,2019,0,19,35,10,8,25
4698,4,3,0,1,13759,24,3,2019,0,12,25,8,27,35
4699,8,4,3,0,2017,3,6,2019,15,0,45,22,1,30
4700,8,0,2,0,4885,15,6,2019,20,12,30,9,2,50
4701,6,2,1,1,10786,27,5,2019,15,19,0,6,13,15
4702,9,4,3,1,12080,12,3,2019,25,9,30,7,25,55
4703,3,3,0,0,4804,9,6,2019,55,22,20,20,2,35
4704,1,2,1,1,6587,21,3,2019,15,19,0,21,22,15
4705,4,2,1,2,8728,27,3,2019,50,18,10,5,13,40
4706,0,2,1,1,7452,18,5,2019,10,7,45,20,10,25
4707,3,0,2,0,4823,6,6,2019,50,22,0,20,2,50
4708,6,2,1,1,8310,9,5,2019,30,22,5,7,15,25
4709,9,0,2,0,5403,1,4,2019,20,14,30,11,2,50
4710,4,2,1,2,13376,9,6,2019,35,12,35,14,22,0
4711,6,2,1,1,10877,3,6,2019,0,19,35,10,8,25
4712,4,0,5,1,14815,6,3,2019,45,0,50,22,25,55
4713,3,2,1,1,6558,21,3,2019,10,16,40,6,9,30
4714,6,2,1,1,14067,21,5,2019,0,21,0,9,12,0
4715,6,2,1,1,9627,21,5,2019,0,19,15,9,9,45
4716,4,2,1,1,14714,3,6,2019,0,19,15,19,23,45
4717,3,2,1,0,5000,9,5,2019,50,8,35,5,3,15
4718,7,2,1,1,9845,21,3,2019,0,21,0,6,15,0
4719,4,3,0,1,10844,18,5,2019,20,16,55,18,21,25
4720,3,2,1,1,7048,27,3,2019,20,13,45,4,8,35
4721,4,3,0,1,12692,12,6,2019,55,10,35,9,25,20
4722,4,2,1,1,13843,9,3,2019,50,18,50,21,21,0
4723,4,0,5,1,7832,21,3,2019,40,7,5,14,17,35
4724,3,4,3,0,4049,1,6,2019,45,10,15,9,1,30
4725,4,2,1,1,12242,27,3,2019,50,18,0,8,10,50
4726,4,2,1,1,10262,24,6,2019,0,19,15,19,23,45
4727,4,3,0,1,14571,9,6,2019,50,19,25,8,11,25
4728,8,3,0,0,4174,24,5,2019,40,19,10,17,2,30
4729,6,2,1,1,11264,27,5,2019,35,12,0,6,6,35
4730,3,3,0,0,4174,18,4,2019,5,0,25,21,2,40
4731,3,1,4,0,3540,12,6,2019,40,7,15,5,2,25
4732,9,3,0,1,9345,18,5,2019,20,20,10,7,13,10
4733,1,2,1,2,9653,6,6,2019,15,19,40,16,26,35
4734,3,4,3,0,3342,18,3,2019,45,7,20,6,1,25
4735,6,2,1,1,8073,18,5,2019,30,1,0,10,15,30
4736,4,3,0,1,7064,1,4,2019,45,20,30,6,14,15
4737,4,2,1,2,13376,27,6,2019,35,12,35,14,22,0
4738,6,2,1,1,15135,6,3,2019,50,18,25,8,10,25
4739,1,3,0,1,10413,24,5,2019,25,20,0,10,10,25
4740,9,3,0,1,9187,1,5,2019,45,10,20,20,14,25
4741,4,2,1,2,13292,1,6,2019,35,12,35,9,27,0
4742,3,2,1,1,6674,9,3,2019,10,16,35,7,8,35
4743,3,2,1,1,8330,9,5,2019,30,1,30,17,8,0
4744,6,2,1,1,11200,1,6,2019,0,19,40,6,12,20
4745,4,2,1,1,10262,3,6,2019,35,12,0,10,26,35
4746,9,2,1,0,6216,15,4,2019,50,17,40,14,3,10
4747,4,3,0,1,10844,18,5,2019,50,19,0,20,23,50
4748,4,3,0,1,11134,24,3,2019,10,18,55,16,25,15
4749,3,1,4,0,5277,18,6,2019,25,0,5,22,2,20
4750,4,2,1,2,14300,27,6,2019,35,12,10,8,28,25
4751,4,0,5,1,17471,6,3,2019,20,20,50,22,21,30
4752,4,3,0,1,10844,21,5,2019,20,9,10,21,12,10
4753,8,0,5,0,5469,15,3,2019,35,8,45,5,2,50
4754,4,2,1,1,10262,9,6,2019,35,12,0,14,22,35
4755,8,2,1,1,7185,6,3,2019,50,22,35,16,6,15
4756,0,3,0,0,3807,18,6,2019,25,22,55,19,2,30
4757,4,2,1,1,14714,1,6,2019,25,4,30,17,10,55
4758,9,3,0,1,8610,6,5,2019,20,20,10,7,13,10
4759,4,2,1,1,17234,6,3,2019,50,18,5,7,11,45
4760,6,2,1,3,15629,12,6,2019,0,21,35,11,9,25
4761,6,2,1,2,6128,27,3,2019,20,21,5,7,14,15
4762,4,2,1,1,16289,9,3,2019,25,4,0,16,12,25
4763,4,2,1,2,15129,9,5,2019,0,19,30,5,13,30
4764,4,0,5,1,7832,21,3,2019,25,10,5,14,20,20
4765,4,0,5,1,22270,1,3,2019,10,16,0,8,8,10
4766,4,3,0,1,11467,1,5,2019,45,9,0,17,16,45
4767,3,4,3,0,4392,9,5,2019,35,20,5,19,1,30
4768,8,3,0,0,4491,6,5,2019,40,19,10,17,2,30
4769,4,3,0,1,9663,18,5,2019,20,9,10,21,12,10
4770,3,2,1,1,5883,27,6,2019,30,1,35,18,6,55
4771,1,2,1,1,14777,3,3,2019,40,7,0,19,12,40
4772,0,3,0,1,5162,21,5,2019,30,10,50,6,3,40
4773,3,3,0,0,4804,1,6,2019,5,0,25,21,2,40
4774,4,3,0,1,8529,12,6,2019,0,12,5,14,21,55
4775,4,3,0,1,10844,9,6,2019,20,16,30,6,9,50
4776,8,3,0,0,3873,9,4,2019,30,9,55,6,2,35
4777,3,3,0,0,4804,12,6,2019,20,12,35,9,2,45
4778,4,4,3,0,5678,12,5,2019,20,4,55,2,1,25
4779,4,3,0,1,12681,1,4,2019,15,18,30,6,11,45
4780,4,0,5,1,9623,15,3,2019,20,12,50,5,6,30
4781,6,2,1,1,15147,3,3,2019,0,21,55,8,12,5
4782,9,3,0,1,9345,24,5,2019,25,23,10,7,16,15
4783,4,3,0,1,7757,6,5,2019,5,10,55,18,15,10
4784,4,3,0,1,10844,12,5,2019,0,12,30,16,19,30
4785,1,0,5,2,11948,3,3,2019,10,22,5,11,35,5
4786,4,2,1,2,13376,27,6,2019,35,12,45,6,29,50
4787,1,3,0,1,6117,15,5,2019,40,4,0,19,9,40
4788,3,2,1,1,6171,6,3,2019,10,16,55,4,11,15
4789,4,3,0,1,13626,12,6,2019,50,19,5,14,5,45
4790,4,0,5,1,17471,6,3,2019,10,19,25,21,21,45
4791,6,2,1,1,7531,21,3,2019,15,19,20,10,8,55
4792,4,2,1,1,12373,9,5,2019,25,4,0,15,13,25
4793,4,2,1,1,16289,27,5,2019,35,12,5,7,5,30
4794,3,0,5,0,4777,24,3,2019,0,13,10,10,2,50
4795,4,0,2,0,5198,21,4,2019,20,11,20,8,3,0
4796,4,3,0,1,10844,6,6,2019,35,23,5,14,9,30
4797,1,0,2,0,7171,18,5,2019,45,19,0,17,2,45
4798,1,2,1,2,11942,27,6,2019,15,19,45,18,24,30
4799,3,0,2,0,4423,27,4,2019,20,13,30,10,2,50
4800,9,2,1,0,5586,18,3,2019,50,17,55,14,2,55
4801,4,3,0,1,11134,24,3,2019,0,12,55,16,19,5
4802,0,0,5,0,4284,24,3,2019,40,8,50,5,2,50
4803,1,3,0,0,6245,1,5,2019,45,16,15,14,2,30
4804,8,0,5,1,10341,15,3,2019,15,18,20,10,7,55
4805,8,0,5,0,6860,3,3,2019,35,8,45,5,2,50
4806,1,4,3,0,2050,3,4,2019,45,20,30,19,1,15
4807,6,2,1,1,5797,24,6,2019,30,1,45,17,7,45
4808,3,0,5,0,7648,9,3,2019,30,11,30,8,3,0
4809,1,0,5,0,8851,15,3,2019,55,23,10,21,2,45
4810,1,3,0,2,13007,6,6,2019,25,5,0,10,19,25
4811,4,3,0,1,13067,24,5,2019,45,9,35,9,24,10
4812,3,0,5,1,4049,18,3,2019,50,21,55,16,4,55
4813,4,3,0,1,12692,12,6,2019,0,18,0,17,25,0
4814,1,1,4,0,4667,9,5,2019,55,13,40,11,2,15
4815,6,2,1,2,8938,3,3,2019,20,21,10,7,14,10
4816,3,2,1,1,10208,21,3,2019,30,15,30,7,8,0
4817,6,2,1,1,7354,3,6,2019,15,19,25,11,7,50
4818,1,0,2,0,5438,21,4,2019,45,19,0,17,2,45
4819,0,3,0,0,4107,24,5,2019,20,1,50,22,2,30
4820,4,3,0,1,11134,24,3,2019,0,12,45,19,16,15
4821,4,2,1,1,10262,15,6,2019,35,12,55,20,15,40
4822,1,3,0,2,14083,24,5,2019,20,1,0,7,18,20
4823,9,3,0,1,9345,9,6,2019,25,23,10,7,16,15
4824,4,2,1,1,12373,9,5,2019,35,12,30,17,19,5
4825,6,2,1,1,10196,15,6,2019,30,1,0,16,9,30
4826,3,2,1,1,5947,15,4,2019,0,21,0,16,5,0
4827,4,3,0,1,13044,12,6,2019,20,9,5,14,19,15
4828,4,3,0,1,9663,18,5,2019,20,9,45,5,27,35
4829,4,0,5,1,27992,1,3,2019,20,20,45,5,14,35
4830,3,3,0,1,7476,24,3,2019,50,19,10,15,4,40
4831,1,3,0,1,10413,9,6,2019,25,20,0,7,13,25
4832,6,2,1,1,10261,1,6,2019,15,19,40,11,7,35
4833,4,3,0,1,14151,6,6,2019,35,23,35,9,14,0
4834,1,0,2,0,5176,6,4,2019,55,8,10,6,2,45
4835,4,2,1,1,14714,6,6,2019,25,4,0,10,18,25
4836,4,3,0,1,9314,15,5,2019,25,14,0,17,21,25
4837,4,2,1,1,14714,24,6,2019,25,4,50,21,6,35
4838,6,2,1,1,12192,6,6,2019,0,19,0,8,11,0
4839,8,4,3,0,1759,3,4,2019,15,0,45,22,1,30
4840,3,2,1,1,4744,27,3,2019,25,7,5,2,5,20
4841,4,0,2,0,7229,21,5,2019,50,22,50,19,3,0
4842,4,2,1,1,15029,9,3,2019,25,4,20,0,28,5
4843,3,3,0,0,4462,15,3,2019,5,23,25,20,2,40
4844,8,1,4,0,6300,12,3,2019,35,10,20,8,2,15
4845,1,4,3,0,2575,21,3,2019,45,20,30,19,1,15
4846,4,0,5,1,11087,12,3,2019,10,19,55,18,24,15
4847,6,2,1,1,6305,27,3,2019,20,13,0,4,9,20
4848,9,0,5,0,8290,9,3,2019,20,22,40,19,2,40
4849,4,0,2,0,5769,18,6,2019,10,10,10,7,3,0
4850,3,0,2,0,4990,12,4,2019,15,0,15,21,3,0
4851,0,0,5,0,6135,3,3,2019,10,2,25,23,2,45
4852,3,2,1,1,5733,27,3,2019,45,7,0,2,5,45
4853,6,2,1,1,7670,15,5,2019,0,21,0,6,15,0
4854,4,2,1,2,12819,27,6,2019,0,19,10,19,23,50
4855,3,0,2,0,4823,3,5,2019,50,22,0,20,2,50
4856,3,2,1,1,6979,9,5,2019,0,21,55,4,16,5
4857,1,3,0,1,10493,24,3,2019,30,18,25,9,9,5
4858,1,2,1,2,16111,9,3,2019,15,19,0,20,23,15
4859,1,2,1,2,10651,9,6,2019,15,19,0,22,21,15
4860,3,2,1,1,6600,27,5,2019,10,16,5,5,11,5
4861,4,2,1,2,10919,12,6,2019,35,12,35,14,22,0
4862,3,3,0,0,5198,21,3,2019,55,12,10,10,2,45
4863,1,0,5,2,12778,12,3,2019,20,16,50,8,31,30
4864,3,4,3,0,2754,27,3,2019,30,20,5,19,1,25
4865,4,2,1,2,15129,9,5,2019,0,19,5,23,19,55
4866,3,2,1,1,7255,9,5,2019,30,1,25,20,5,5
4867,6,2,1,1,14486,21,3,2019,20,13,5,7,6,15
4868,2,2,1,1,6591,21,4,2019,55,12,0,7,5,55
4869,8,0,2,0,3573,21,5,2019,5,0,10,21,2,55
4870,4,2,1,1,10262,1,6,2019,35,12,0,15,21,35
4871,4,3,0,1,14388,15,5,2019,5,10,55,18,15,10
4872,4,2,1,1,14714,3,6,2019,0,19,30,17,25,30
4873,4,2,1,2,10368,12,6,2019,35,12,30,19,17,5
4874,8,1,4,0,3384,21,3,2019,5,12,30,9,2,35
4875,1,3,0,1,7742,24,3,2019,40,13,0,12,25,40
4876,3,2,1,1,6386,9,6,2019,45,7,0,2,5,45
4877,4,0,2,0,7229,6,6,2019,0,22,55,18,3,5
4878,1,3,0,1,8891,6,5,2019,30,18,25,9,9,5
4879,6,2,1,1,13587,1,6,2019,0,21,0,13,8,0
4880,3,2,1,1,8227,27,3,2019,20,13,30,7,5,50
4881,1,3,0,2,12125,1,4,2019,15,23,50,9,13,25
4882,8,3,0,0,3873,15,6,2019,40,0,20,22,2,20
4883,6,2,1,1,13377,12,6,2019,30,1,0,16,9,30
4884,4,3,0,1,10953,12,5,2019,35,23,25,20,27,10
4885,8,3,0,0,4622,9,3,2019,35,9,55,6,2,40
4886,4,3,0,1,14231,24,3,2019,5,10,55,13,20,10
4887,4,2,1,1,10262,24,6,2019,0,19,50,21,21,10
4888,3,0,2,0,3943,15,4,2019,0,1,10,22,2,50
4889,9,3,0,1,8610,12,5,2019,20,20,20,20,24,0
4890,6,2,1,1,6717,21,3,2019,20,22,5,7,15,15
4891,6,2,1,1,10877,24,6,2019,0,19,30,8,10,30
4892,3,3,0,1,4775,1,5,2019,5,20,15,15,4,50
4893,4,3,0,1,14571,9,6,2019,35,22,30,16,6,5
4894,8,0,5,0,6205,24,3,2019,30,12,35,9,2,55
4895,4,3,0,1,14151,18,5,2019,0,18,25,20,21,35
4896,6,2,1,1,6637,27,3,2019,0,21,40,11,9,20
4897,1,0,5,2,12074,3,3,2019,50,10,30,7,27,20
4898,3,3,0,0,4804,21,6,2019,5,14,30,11,2,35
4899,3,3,0,1,7252,6,5,2019,15,2,0,21,5,15
4900,3,2,1,1,6069,3,6,2019,10,12,35,7,4,35
4901,4,2,1,1,15554,9,5,2019,0,19,30,11,7,30
4902,3,1,4,0,3850,18,5,2019,25,18,40,15,2,45
4903,1,2,1,2,12940,18,5,2019,15,19,45,18,24,30
4904,8,3,0,1,8844,1,5,2019,30,18,15,11,7,15
4905,4,2,1,1,15190,12,6,2019,0,19,5,7,11,55
4906,4,0,5,1,9134,15,3,2019,10,16,0,8,8,10
4907,4,2,1,1,11822,9,4,2019,35,12,55,20,15,40
4908,6,2,1,1,15078,9,5,2019,30,1,0,15,10,30
4909,8,4,3,0,11005,1,3,2019,10,0,45,22,1,25
4910,3,2,1,1,7006,21,3,2019,35,1,0,15,10,35
4911,3,0,5,1,4259,9,3,2019,50,21,55,16,4,55
4912,1,2,1,2,11762,9,3,2019,15,19,30,21,21,45
4913,4,0,5,1,8147,24,3,2019,0,9,55,8,24,5
4914,8,3,0,0,3841,27,5,2019,30,9,55,6,2,35
4915,3,3,0,0,4174,3,4,2019,50,19,15,17,2,35
4916,4,2,1,1,12898,27,5,2019,25,4,30,17,10,55
4917,8,2,1,1,5583,6,6,2019,5,22,45,15,6,20
4918,4,2,1,1,10262,6,6,2019,0,19,30,11,7,30
4919,4,0,2,0,7229,6,5,2019,45,8,0,6,2,45
4920,4,2,1,2,15129,21,5,2019,25,4,30,5,22,55
4921,9,0,2,0,4668,9,6,2019,50,23,0,21,2,50
4922,3,0,2,0,4990,18,4,2019,20,21,25,18,2,55
4923,3,3,0,0,6985,24,3,2019,55,0,10,22,2,45
4924,3,0,2,0,4823,3,4,2019,55,19,55,16,3,0
4925,9,3,0,1,9345,18,5,2019,50,18,10,7,11,40
4926,4,3,0,1,10844,15,5,2019,20,16,5,14,26,15
4927,4,2,1,2,14657,9,5,2019,35,12,35,9,27,0
4928,3,2,1,1,6818,3,6,2019,10,16,5,5,11,5
4929,1,2,1,2,11543,15,5,2019,40,7,55,5,25,45
4930,8,4,3,0,2175,24,3,2019,10,0,45,22,1,25
4931,4,3,0,1,10844,6,6,2019,20,16,55,18,21,25
4932,4,4,3,0,8040,1,4,2019,30,8,5,7,1,25
4933,4,3,0,1,14571,6,6,2019,45,20,25,8,12,20
4934,4,3,0,1,14571,9,6,2019,0,12,30,6,5,30
4935,4,2,1,1,12898,21,5,2019,35,12,0,16,20,35
4936,6,2,1,1,14848,12,6,2019,15,19,0,10,9,15
4937,6,2,1,1,8283,18,5,2019,30,1,0,19,6,30
4938,4,0,2,0,7229,21,4,2019,10,18,15,15,2,55
4939,6,2,1,1,8405,18,5,2019,30,1,40,11,13,50
4940,4,2,1,2,19266,3,3,2019,25,4,40,5,22,45
4941,1,2,1,1,11038,6,3,2019,15,8,40,17,14,35
4942,4,0,2,0,8016,12,6,2019,0,22,55,18,3,5
4943,8,1,4,0,3384,21,3,2019,5,20,45,17,2,20
4944,3,2,1,1,6573,9,4,2019,30,1,35,18,6,55
4945,4,2,1,2,12819,24,6,2019,0,19,5,23,19,55
4946,4,2,1,2,15129,21,5,2019,25,4,40,9,18,45
4947,3,0,2,0,3943,27,6,2019,20,2,30,23,2,50
4948,4,0,5,1,7832,24,3,2019,15,12,50,22,13,25
4949,3,0,5,0,6860,24,3,2019,5,10,10,7,2,55
4950,3,0,2,0,4823,12,5,2019,20,21,25,18,2,55
4951,1,0,2,0,5228,6,5,2019,45,19,0,17,2,45
4952,4,3,0,1,13364,1,4,2019,50,19,5,14,5,45
4953,4,0,5,1,13555,18,3,2019,40,7,55,16,14,45
4954,3,1,4,0,5277,6,3,2019,25,0,5,22,2,20
4955,1,3,0,2,13243,12,5,2019,20,1,0,7,18,20
4956,6,2,1,1,9794,9,5,2019,0,19,0,6,13,0
4957,4,0,2,0,8016,6,6,2019,45,8,0,6,2,45
4958,6,2,1,1,13377,1,6,2019,30,1,30,17,8,0
4959,4,3,0,1,12692,9,6,2019,5,22,0,17,29,5
4960,1,3,0,2,10697,6,6,2019,30,18,20,8,10,10
4961,8,1,4,0,3384,27,3,2019,5,12,30,9,2,35
4962,3,2,1,1,6734,9,5,2019,30,22,50,6,15,40
4963,4,3,0,1,10844,6,6,2019,20,9,0,20,13,20
4964,1,0,2,0,5228,24,5,2019,55,23,5,21,2,50
4965,1,3,0,1,8891,24,5,2019,10,11,25,9,25,45
4966,3,1,4,0,3384,27,3,2019,15,10,55,7,2,20
4967,6,2,1,1,17057,3,3,2019,0,21,0,8,13,0
4968,3,3,0,1,3480,3,4,2019,45,23,20,19,4,25
4969,8,0,2,0,4423,3,5,2019,20,12,30,9,2,50
4970,4,3,0,1,14178,9,6,2019,40,4,30,6,22,10
4971,8,2,1,1,4760,24,6,2019,15,13,45,8,4,30
4972,4,3,0,1,14151,1,4,2019,45,9,25,20,13,20
4973,4,3,0,1,12681,1,4,2019,20,16,0,20,20,20
4974,4,2,1,0,4886,3,4,2019,15,14,0,11,3,15
4975,0,3,0,0,3807,21,6,2019,55,12,20,10,2,35
4976,3,3,0,0,4804,18,5,2019,15,7,40,4,2,35
4977,3,0,5,1,5694,9,3,2019,20,12,30,7,4,50
4978,6,2,1,1,10197,24,5,2019,0,19,0,9,10,0
4979,3,0,2,0,4077,15,6,2019,20,2,30,23,2,50
4980,4,3,0,1,14781,1,5,2019,15,18,30,6,11,45
4981,3,3,0,0,5224,9,5,2019,5,14,30,11,2,35
4982,3,3,0,0,4804,24,4,2019,5,0,25,21,2,40
